,cleaned_review,cleaned_review_length,review_score
15434,jbl has always put out fabulous sounding speakers bought two one on each slope of the board on ledge and they sound awesome unbelievable timbre for such small loudspeaker would recommend to anyone shop around for good sound portable loudspeaker to purchase at least two more if you like of these it take me here_and_now or two to figure out the jbl associate app but once got through it wasn super hard the speakers and app take caution of connectivity themselves all have to do is fix,87,5.0
10200,iodine use this to support out the randomness that goes on in my firm live with kids so it can get quite noisy around me and these bash good occupation with keeping the randomness out,35,1.0
5678,the shiner stopped working after workweek of leverage it did not respond to any motion can not recommend it to person else cheap merchandise,23,1.0
2682,shiner is comfortable to use silent clicks however failed after only months of function function every sidereal_day for maybe match of hours at clock_time turned off when not in function and plugged in when necessary died about workweek ago after have for only months would not recharge will not use rechargeable shiner again would rather use rechargeable batteries,58,5.0
10146,my Son loves them but unfortunately they stopped working after months,11,5.0
14495,iodine had one of the first jbl can like speakers it lasted about years then it died found this one as surrogate it louder than the first one beloved it get,31,5.0
6542,iodine bought these for my classroom have sixteen total they are constantly connecting to each others receivers and some just losing association and not reconnecting after sleep manner think it good agency shiner for anyone who isn exploitation it in setting where batch of them are being used do not buy if you need more than one,57,5.0
16238,bought one and liked it bought another for stereophonic sound the second come factory refurbish no notification or mention on the amazon Page about refurb believe was buy new not cool at least let the consumer choose upwind or not to pay full monetary_value for refurb,46,5.0
8313,no longer powers on or charges after months debris,9,2.0
12151,my boys loved it manner better timbre than the ones we purchased from prey and broke within calendar_month,18,5.0
2592,you get what you pay for if you just motivation quick shiner on the Adam so you don motivation touch launching_pad this is great enduring function of everyday shiner spend the money for one that is lightweight ventilated ergonomic or combination this one soft clicks decent feedback good barrage just not super high timbre for the desk occupation,58,2.0
7388,it not working after setting up to my laptop but the colors do show up tried to take out the usb and plugging it back again but it doesn seem to work,32,1.0
